Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
104,2,26.2134493895,23.6019878655,4.55668973721,6.02734989613,5.39909870943,4.03081390735,4.23523835954,5.52304626278,29.9709621705,17.7560643253,32.5563923673,16.217288419,16.217288419,23.8557799629,17.6738997517,32.7002192412
105,0,26.3915339668,12.5818902069,5.02139301104,4.58267522646,5.38792616738,4.91238051939,3.84742987667,5.53914475331,22.1079276161,38.6755836634,28.7840045691,24.1013100306,24.1013100306,33.9056950348,24.6006175119,18.9233069955
106,1,29.6079766098,29.043320002,4.73512032892,4.75515689325,4.34525971079,5.55391062333,3.76944976155,5.82224761078,26.546773188,14.7654190492,24.1437386073,30.8157508752,30.8157508752,27.5110017919,30.8262438992,15.7039704775
107,0,27.1178431632,15.3217782941,4.43187323775,5.71974405529,5.88706196323,4.76469844308,4.80782172526,5.60432277752,24.6331318545,20.1158972855,27.8173053711,22.6721789167,22.6721789167,27.3246534924,34.5955164925,45.0540841864
108,1,45.9029625432,10.5461259931,3.85154842749,5.49202807417,4.65055071663,3.0072902715,4.58484539463,7.08474086855,27.2758787045,13.428023692,17.3064915183,9.01362244034,9.01362244034,17.3792497494,31.0116034611,38.815574677
109,2,24.75419761,24.6797374486,2.75419681832,4.47621240919,5.06542257265,5.61989075749,3.78020324035,5.38932168657,25.6374844875,24.2822688781,25.5880973073,31.5529997894,31.5529997894,15.2961393064,28.6570791463,15.3451786655
110,2,29.3659883145,20.4659989473,4.4824561819,4.83966361553,5.6339093575,4.88226102699,4.59828062799,5.80142904343,26.5161796325,22.4617162862,21.3807403383,23.806300399,23.806300399,29.2287265434,31.5597846174,30.6963981869
111,0,37.1916806942,20.5650172291,3.79556032443,4.07621394525,4.92540382284,4.78059360244,3.45661126211,6.44067320438,27.8525922195,18.9132747542,15.1515266079,22.823902855,22.823902855,20.6941648888,32.2934821236,20.4386234876
112,1,36.0401792982,29.6349430296,3.72916706102,5.82860138904,4.25337505135,3.74238932633,5.02842869706,6.35065114217,26.2380753823,18.9892339898,22.6611699802,13.9753055331,13.9753055331,27.5345501922,21.0602057111,26.9189784227
113,2,27.3961385153,30.0108159678,3.4039292699,4.15444247103,5.36065121884,5.52077031818,3.7291015451,5.62909665458,26.1900421148,23.4635235039,31.4091012282,30.4487325694,30.4487325694,26.4630785155,32.5342613845,19.4505665785
114,0,25.0571544321,36.4907271548,3.77571919945,5.36331761951,5.18862649641,5.19962449385,3.33149903238,5.41735591072,20.7225401063,30.489357281,23.0789816342,27.0059225404,27.0059225404,22.95684627,29.9754696958,28.0895250965
115,1,34.3369158084,28.9304601261,3.41897641671,5.44987302553,3.6814411152,4.15297836136,4.11191768466,6.21510309165,26.8487939342,21.1325903865,26.9580209286,17.2170569332,17.2170569332,25.7523608722,16.3812097323,13.0921201327
116,0,41.5825889379,23.5666515895,4.33738819955,5.57215340567,4.70924352747,3.91323934985,4.15593766958,6.77297420409,24.8599604625,13.9135022415,25.0157883318,15.2832698725,15.2832698725,23.0620942107,35.4324149039,40.1442442493
117,1,28.4649576951,21.115386829,2.81725485876,5.75090799569,4.82336887511,4.21993402372,2.44789017349,5.72324631013,30.3801741531,16.0907212365,22.7827454039,17.7776708279,17.7776708279,26.3920263346,16.6235213887,23.4808554428
118,1,34.0285576687,23.7910004165,4.13963395157,5.39832547367,5.03560099304,3.96837419607,4.06574816045,6.1902462229,30.3386063299,15.0913102069,14.254902073,15.7178214233,15.7178214233,21.4004199006,22.7171880213,28.4968583002
119,0,33.7989751527,25.6096100969,3.53392306573,4.74295727874,6.30710503224,3.95566200837,3.71886781212,6.17167447166,32.3517474629,16.1695902353,23.7724790438,15.6170895877,15.6170895877,26.8283089743,30.8902252224,40.7104091121
